,emotion,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
76,rai,-250.5545654296875,135.1678924560547,-60.07548522949219,26.714021682739258,-0.2375774383544922,-28.20281219482422,13.637372016906738,-6.678320407867432,-1.5010164976119995,2.1225051879882812,-15.37944507598877,-1.9311145544052124,-6.941076278686523,-4.49278450012207,2.890699625015259,-14.286293029785156,-0.5435180068016052,6.583095550537109,-12.323974609375,-4.003398418426514,-2.905499219894409,-11.266749382019043,-1.8117386102676392,-4.494760036468506,-6.533273696899414,-1.8395380973815918,-9.530686378479004,-4.518832206726074,2.5884439945220947,-1.3856605291366577,7.839965343475342,10.272737503051758,4.806158065795898,8.774839401245117,2.0006375312805176,-1.6465009450912476,3.9754011631011963,1.3691763877868652,4.221726894378662,5.197390079498291
541,tri,-223.95892333984375,115.42628479003906,35.39311218261719,51.77092742919922,-15.895164489746094,-19.488872528076172,6.397222518920898,-4.755033016204834,4.810353755950928,-6.103005886077881,-12.99231243133545,5.530033111572266,-5.395265102386475,-6.282003879547119,-6.679452896118164,-0.497581422328949,-11.064624786376953,7.210171222686768,-13.929215431213379,-4.799139022827148,-4.157686710357666,0.8920209407806396,-8.600992202758789,3.838406801223755,-12.919407844543457,1.9596890211105347,-3.911545515060425,1.2618522644042969,-4.436426162719727,-0.5160524249076843,-6.764920711517334,1.1436724662780762,-4.469727516174316,2.4899160861968994,-9.327428817749023,-0.8180692791938782,-4.479959964752197,-3.5362954139709473,-4.698809623718262,-0.840781033039093
34,neu,-289.5027160644531,144.7866668701172,-25.56637954711914,43.126953125,11.041213035583496,-19.143840789794922,13.517534255981445,-10.965872764587402,-7.382664203643799,1.2603965997695923,-16.027484893798828,-5.1096978187561035,-6.318006992340088,-5.562256813049316,2.355290174484253,-12.974030494689941,-4.267002105712891,3.6412041187286377,-13.950572967529297,-4.905684947967529,0.8594173192977905,-10.817181587219238,-4.54695463180542,-6.202051639556885,-10.714189529418945,-2.8895716667175293,-6.264200687408447,-4.064639568328857,-0.5507214069366455,-9.303293228149414,-4.719568729400635,-2.624074935913086,-5.702425956726074,3.0572385787963867,2.531608819961548,4.678202152252197,14.22370433807373,12.582990646362305,13.761821746826172,10.554128646850586
741,med,-282.8326110839844,161.86837768554688,-18.330120086669922,26.952205657958984,-15.738007545471191,20.47688865661621,-21.341501235961914,19.135543823242188,-3.2091081142425537,-10.951338768005371,-8.294291496276855,-3.416699171066284,-3.1081044673919678,-13.348937034606934,6.122983455657959,-16.915178298950195,5.329730987548828,-2.005100965499878,-11.390707969665527,-8.881660461425781,-2.6292500495910645,-3.1713263988494873,-8.732739448547363,-1.616929531097412,-1.65518319606781,-4.011923789978027,-6.54081916809082,4.986140727996826,-5.068811893463135,-2.902848243713379,-4.826474189758301,-3.0919387340545654,-2.9186208248138428,-5.044890403747559,0.3033674657344818,-7.27247428894043,5.6769256591796875,6.720861434936523,9.309986114501953,8.2750883102417
1045,des,-217.40574645996094,140.74151611328125,-15.054637908935547,27.550098419189453,-7.478597164154053,29.63325309753418,-27.962068557739258,-2.348798990249634,-21.294113159179688,-10.201072692871094,-2.7896060943603516,-10.487326622009277,-8.338747024536133,-9.958306312561035,12.242108345031738,-8.533284187316895,-3.9832751750946045,-6.0686726570129395,-3.04617977142334,-10.686371803283691,-3.551076889038086,-3.6274027824401855,-4.023960113525391,2.7341482639312744,-7.910428047180176,-1.4953522682189941,-5.985418796539307,-1.2060495615005493,-5.491546154022217,-2.4128432273864746,-8.60823917388916,-7.211640357971191,-2.770219087600708,-4.30966854095459,0.01899620331823826,-5.839980125427246,-1.1234570741653442,-7.153796195983887,-2.1646175384521484,-3.685515880584717
567,sur,-241.17630004882812,101.68839263916016,12.802383422851562,40.448875427246094,-17.229772567749023,-7.12064790725708,0.3839418590068817,-7.651443958282471,5.484566688537598,-8.15245532989502,-16.814350128173828,-2.196364402770996,-12.580145835876465,-5.906688213348389,-14.784360885620117,-16.816280364990234,-3.9000244140625,4.250411510467529,-13.140043258666992,0.09866407513618469,-10.575858116149902,-5.000222206115723,-3.732623815536499,-3.745048999786377,-9.659719467163086,-2.681346893310547,-3.050466299057007,3.1576950550079346,-0.3698424696922302,1.862947940826416,-6.100407123565674,0.8184441328048706,-5.237366199493408,-2.1819558143615723,-3.2618050575256348,-2.391228675842285,-3.8919951915740967,2.6868200302124023,-3.7367920875549316,0.4118299186229706
111,tri,-260.09796142578125,169.38442993164062,-0.056472647935152054,37.0485954284668,2.842055559158325,19.284717559814453,-9.537160873413086,-23.086315155029297,-16.514467239379883,-1.3061939477920532,4.737923622131348,-4.292562007904053,-8.17002010345459,1.8137059211730957,5.287905216217041,-18.071964263916016,0.3622654974460602,5.849086761474609,-4.63230037689209,-2.4094719886779785,-1.7088526487350464,-6.33339786529541,-5.071010589599609,-0.7570155262947083,-9.869417190551758,-3.560741662979126,-3.1861274242401123,-6.012180805206299,0.5147046446800232,0.23367765545845032,-1.2687599658966064,4.259819030761719,3.119023323059082,5.28622579574585,8.683963775634766,4.458662033081055,8.80210018157959,4.650793552398682,6.375156879425049,5.785229206085205
41,des,-273.3670654296875,153.01690673828125,-43.06110763549805,34.378746032714844,5.651979923248291,-19.26184844970703,16.640708923339844,-16.366199493408203,-9.081092834472656,4.5905280113220215,-15.992593765258789,0.19461415708065033,-3.172490358352661,-14.056750297546387,1.2331945896148682,-6.27413272857666,-8.000654220581055,1.7788718938827515,-7.267547607421875,-5.979959964752197,-1.7443385124206543,-7.365061283111572,-2.8266310691833496,-3.5972845554351807,-7.467514514923096,-1.6458781957626343,-3.9425172805786133,-3.918642520904541,-0.49712246656417847,-6.940700054168701,-3.964820384979248,-0.051842376589775085,-3.945169687271118,0.9537623524665833,3.9621691703796387,5.151124477386475,8.646114349365234,7.252530097961426,9.610974311828613,8.518482208251953
850,sur,-179.07174682617188,145.51820373535156,-43.23256301879883,21.147903442382812,-6.903482437133789,-13.117727279663086,-14.228739738464355,-23.29459571838379,-1.8692952394485474,-12.17685604095459,-2.7036471366882324,-9.877523422241211,-15.126078605651855,-1.1392871141433716,-14.177919387817383,-2.3864359855651855,3.1169273853302,0.42986416816711426,-14.069441795349121,5.604404449462891,-2.755443572998047,0.3132496774196625,-1.275493860244751,13.275426864624023,2.4016013145446777,2.3475568294525146,0.6198188066482544,2.378600597381592,-2.8518307209014893,5.385338306427002,-0.3243873417377472,4.2823896408081055,-4.575170993804932,-1.6013164520263672,-6.333388328552246,-3.261465549468994,-5.1419525146484375,-2.9787325859069824,-7.726465225219727,0.3941532373428345
200,sur,-163.58030700683594,79.61065673828125,12.489277839660645,5.183380603790283,-10.363041877746582,-21.01033592224121,-18.650981903076172,-21.34663963317871,-39.56550216674805,-13.073699951171875,-11.55852222442627,-4.340416431427002,-16.399856567382812,-4.272794246673584,-12.263177871704102,-7.036792278289795,-8.153264045715332,-8.229132652282715,-14.919273376464844,-0.40227892994880676,-13.528629302978516,-2.1363258361816406,-3.8481547832489014,3.6815805435180664,10.180047988891602,11.917728424072266,10.872411727905273,7.180578708648682,-0.8880482912063599,6.561166286468506,1.8047600984573364,3.461787462234497,1.4964693784713745,-3.9026877880096436,-3.373660087585449,1.047556757926941,-1.9358190298080444,-0.7567796111106873,-4.446555137634277,-4.138186931610107
